Rk,Player,Season,Age,Team,G,GS,AS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,TS%,eFG%,Pos,MVP
933,Daishen Nix,2022-23,20,HOU,57,7,0,914,81,237,41,97,40,140,24,36,18,80,98,132,31,7,86,59,226,0.342,0.423,0.286,0.667,0.447,0.426,G,FALSE
934,Zeke Nnaji,2022-23,22,DEN,53,5,0,728,110,196,93,131,17,65,40,62,65,73,138,18,17,23,31,105,277,0.561,0.71,0.262,0.645,0.62,0.605,F,FALSE
935,Nerlens Noel,2022-23,28,BRKDET,17,4,0,195,13,36,12,34,1,2,8,12,10,36,46,10,16,10,13,32,35,0.361,0.353,0.5,0.667,0.424,0.375,C-F,FALSE
936,Jaylen Nowell,2022-23,23,MIN,65,2,0,1252,280,625,213,393,67,232,77,99,36,134,170,132,42,5,65,101,704,0.448,0.542,0.289,0.778,0.527,0.502,G,FALSE
937,Frank Ntilikina,2022-23,24,DAL,47,5,0,607,48,132,31,65,17,67,22,33,7,55,62,58,16,7,29,65,135,0.364,0.477,0.254,0.667,0.461,0.428,G,FALSE
938,Kendrick Nunn,2022-23,27,LALWAS,70,2,0,964,191,450,112,227,79,223,35,41,15,94,109,90,28,7,66,66,496,0.424,0.493,0.354,0.854,0.53,0.512,G,FALSE
939,Jusuf Nurkić,2022-23,28,POR,52,52,0,1391,262,505,219,386,43,119,127,192,114,357,471,149,43,44,119,185,694,0.519,0.567,0.361,0.661,0.589,0.561,C,FALSE
940,Jordan Nwora,2022-23,24,INDMIL,62,14,0,1188,194,445,108,234,86,211,68,86,51,178,229,88,24,14,66,74,542,0.436,0.462,0.408,0.791,0.561,0.533,F,FALSE
941,Chuma Okeke,2022-23,24,ORL,27,8,0,518,43,122,17,36,26,86,16,21,26,70,96,37,19,11,17,40,128,0.352,0.472,0.302,0.762,0.488,0.459,F,FALSE
942,Josh Okogie,2022-23,24,PHO,72,26,0,1350,162,414,96,217,66,197,139,192,109,142,251,105,56,34,63,114,529,0.391,0.442,0.335,0.724,0.531,0.471,G,FALSE
943,Onyeka Okongwu,2022-23,22,ATL,80,18,0,1849,317,497,313,484,4,13,153,196,217,359,576,81,56,107,81,251,791,0.638,0.647,0.308,0.781,0.678,0.642,F,FALSE
944,Isaac Okoro,2022-23,22,CLE,76,46,0,1652,175,354,113,183,62,171,78,103,52,135,187,87,56,30,42,158,490,0.494,0.617,0.363,0.757,0.614,0.582,G-F,FALSE
945,KZ Okpala,2022-23,23,SAC,35,3,0,248,16,38,9,17,7,21,7,8,7,27,34,13,7,7,7,39,46,0.421,0.529,0.333,0.875,0.554,0.513,F,FALSE
946,Victor Oladipo,2022-23,30,MIA,42,2,0,1106,160,403,90,191,70,212,59,79,16,112,128,146,57,12,87,99,449,0.397,0.471,0.33,0.747,0.513,0.484,G,FALSE
947,Kelly Olynyk,2022-23,31,UTA,68,68,0,1942,278,557,185,321,93,236,198,232,82,338,420,252,60,37,168,232,847,0.499,0.576,0.394,0.853,0.643,0.583,C-F,FALSE
948,Eugene Omoruyi,2022-23,25,DETOKC,40,6,0,645,101,228,76,139,25,89,51,75,43,68,111,28,28,3,34,91,278,0.443,0.547,0.281,0.68,0.533,0.498,F,FALSE
949,Royce O'Neale,2022-23,29,BRK,76,53,0,2409,229,593,66,174,163,419,50,69,55,329,384,283,65,49,114,239,671,0.386,0.379,0.389,0.725,0.538,0.524,F,FALSE
950,Cedi Osman,2022-23,27,CLE,77,2,0,1548,239,530,123,218,116,312,75,108,25,151,176,115,35,11,52,122,669,0.451,0.564,0.372,0.694,0.579,0.56,F,FALSE
951,Kelly Oubre Jr.,2022-23,27,CHO,48,40,0,1548,353,819,245,480,108,339,158,208,65,184,249,54,68,18,64,141,972,0.431,0.51,0.319,0.76,0.534,0.497,F,FALSE
952,Chris Paul,2022-23,37,PHO,59,59,0,1889,294,668,196,407,98,261,133,160,27,224,251,524,91,22,114,126,819,0.44,0.482,0.375,0.831,0.555,0.513,G,FALSE
953,Cameron Payne,2022-23,28,PHO,48,15,0,968,188,453,120,268,68,185,49,64,12,94,106,214,33,8,81,88,493,0.415,0.448,0.368,0.766,0.512,0.49,G,FALSE
954,Gary Payton II,2022-23,30,GSWPOR,22,1,0,367,41,69,28,43,13,26,6,7,24,45,69,30,22,5,16,43,101,0.594,0.651,0.5,0.857,0.701,0.688,G,FALSE
955,Theo Pinson,2022-23,27,DAL,40,1,0,323,31,87,9,25,22,62,11,13,10,53,63,46,6,1,12,34,95,0.356,0.36,0.355,0.846,0.512,0.483,G,FALSE
956,Scotty Pippen Jr.,2022-23,22,LAL,6,0,0,32,4,12,3,9,1,3,5,9,2,2,4,2,2,1,2,3,14,0.333,0.333,0.333,0.556,0.439,0.375,G,FALSE
957,Mason Plumlee,2022-23,32,CHOLAC,79,60,0,2054,329,484,329,484,0,0,199,313,229,471,700,245,46,47,117,217,857,0.68,0.68,,0.636,0.689,0.68,C-F,FALSE
958,Jakob Poeltl,2022-23,27,SASTOR,72,71,0,1906,389,618,389,617,0,1,119,201,236,417,653,197,66,86,125,195,897,0.629,0.63,0,0.592,0.635,0.629,C,FALSE
959,Aleksej Pokusevski,2022-23,21,OKC,34,25,0,701,108,249,70,145,38,104,22,35,45,114,159,64,20,43,43,58,276,0.434,0.483,0.365,0.629,0.522,0.51,F,FALSE
960,Jordan Poole,2022-23,23,GSW,82,43,0,2458,550,1278,336,641,214,637,361,415,32,193,225,369,63,21,252,214,1675,0.43,0.524,0.336,0.87,0.573,0.514,G,FALSE
961,Kevin Porter Jr.,2022-23,22,HOU,59,59,0,2024,391,884,250,499,141,385,207,264,76,238,314,338,82,17,188,156,1130,0.442,0.501,0.366,0.784,0.565,0.522,G,FALSE
962,Michael Porter Jr.,2022-23,24,DEN,62,62,0,1798,398,817,210,363,188,454,96,120,64,277,341,65,37,29,68,119,1080,0.487,0.579,0.414,0.8,0.621,0.602,F,FALSE
963,Otto Porter Jr.,2022-23,29,TOR,8,2,0,146,15,30,9,13,6,17,8,8,6,13,19,8,11,0,4,7,44,0.5,0.692,0.353,1,0.656,0.6,F,FALSE
964,Bobby Portis,2022-23,27,MIL,70,22,0,1818,398,803,303,546,95,257,96,125,154,518,672,105,29,16,81,115,987,0.496,0.555,0.37,0.768,0.575,0.555,F,FALSE
965,Kristaps Porziņģis,2022-23,27,WAS,65,65,0,2120,507,1018,370,662,137,356,354,416,114,432,546,174,58,100,137,196,1505,0.498,0.559,0.385,0.851,0.627,0.565,F-C,FALSE
966,Micah Potter,2022-23,24,UTA,7,0,0,52,10,15,6,8,4,7,0,0,3,13,16,4,1,0,2,5,24,0.667,0.75,0.571,,0.8,0.8,C,FALSE
967,Dwight Powell,2022-23,31,DAL,76,64,0,1458,197,269,197,264,0,5,112,168,149,165,314,69,48,26,65,209,506,0.732,0.746,0,0.667,0.738,0.732,F-C,FALSE
968,Norman Powell,2022-23,29,LAC,60,8,0,1567,340,710,226,423,114,287,225,277,24,151,175,109,50,18,101,125,1019,0.479,0.534,0.397,0.812,0.612,0.559,G,FALSE
969,Jason Preston,2022-23,23,LAC,14,0,0,124,18,41,13,23,5,18,0,2,2,20,22,27,2,0,10,7,41,0.439,0.565,0.278,0,0.489,0.5,G,FALSE
970,Joshua Primo,2022-23,20,SAS,4,0,0,93,9,26,6,14,3,12,7,9,2,11,13,18,1,2,11,8,28,0.346,0.429,0.25,0.778,0.467,0.404,G,FALSE
971,Taurean Prince,2022-23,28,MIN,54,4,0,1192,177,379,103,185,74,194,65,77,15,117,132,84,28,15,69,123,493,0.467,0.557,0.381,0.844,0.597,0.565,F,FALSE
972,Payton Pritchard,2022-23,25,BOS,48,3,0,643,101,245,45,91,56,154,12,16,25,63,88,64,14,1,40,37,270,0.412,0.495,0.364,0.75,0.536,0.527,G,FALSE
973,Trevelin Queen,2022-23,25,IND,7,0,0,70,7,29,5,14,2,15,5,5,8,9,17,6,2,5,7,4,21,0.241,0.357,0.133,1,0.337,0.276,G,FALSE
974,Neemias Queta,2022-23,23,SAC,5,0,0,29,6,9,6,9,0,0,0,2,5,6,11,1,0,2,1,7,12,0.667,0.667,,0,0.607,0.667,C,FALSE
975,Immanuel Quickley,2022-23,23,NYK,81,21,0,2344,419,936,251,482,168,454,203,248,58,279,337,279,80,14,100,166,1209,0.448,0.521,0.37,0.819,0.578,0.537,G,FALSE
976,Lester Quinones,2022-23,22,GSW,4,0,0,18,2,5,0,1,2,4,4,6,1,2,3,2,1,0,5,0,10,0.4,0,0.5,0.667,0.654,0.6,G,FALSE
977,Julius Randle,2022-23,28,NYK,77,77,1,2737,658,1432,440,796,218,636,402,531,141,626,767,316,49,21,216,233,1936,0.459,0.553,0.343,0.757,0.581,0.536,F-C,FALSE
978,Austin Reaves,2022-23,24,LAL,64,22,0,1843,259,490,173,274,86,216,229,265,33,160,193,215,33,19,99,108,833,0.529,0.631,0.398,0.864,0.687,0.616,G,FALSE
979,Cam Reddish,2022-23,23,NYKPOR,40,20,0,990,139,312,94,168,45,144,64,75,18,70,88,57,39,14,47,72,387,0.446,0.56,0.313,0.853,0.561,0.518,F,FALSE
980,Davon Reed,2022-23,27,DENLAL,43,1,0,342,28,84,11,38,17,46,16,24,10,49,59,23,15,4,20,39,89,0.333,0.289,0.37,0.667,0.471,0.435,G,FALSE
981,Paul Reed,2022-23,23,PHI,69,2,0,755,124,209,123,203,1,6,38,51,112,150,262,27,46,51,45,123,287,0.593,0.606,0.167,0.745,0.62,0.596,F,FALSE
982,Naz Reid,2022-23,23,MIN,68,11,0,1251,310,577,235,360,75,217,86,127,73,260,333,77,42,53,92,176,781,0.537,0.653,0.346,0.677,0.617,0.602,F,FALSE
983,Jared Rhoden,2022-23,23,DET,14,0,0,198,17,44,12,24,5,20,6,6,11,26,37,4,4,1,3,23,45,0.386,0.5,0.25,1,0.482,0.443,G,FALSE
984,Josh Richardson,2022-23,29,NOPSAS,65,10,0,1530,239,554,132,261,107,293,69,81,41,134,175,174,69,20,86,117,654,0.431,0.506,0.365,0.852,0.555,0.528,G,FALSE
985,Nick Richards,2022-23,25,CHO,65,9,0,1217,197,313,196,312,1,1,137,183,147,269,416,38,11,71,59,154,532,0.629,0.628,1,0.749,0.676,0.631,F-C,FALSE
986,Austin Rivers,2022-23,30,MIN,52,10,0,1016,91,209,48,86,43,123,30,39,5,78,83,75,28,4,23,80,255,0.435,0.558,0.35,0.769,0.564,0.538,G,FALSE
987,Duncan Robinson,2022-23,28,MIA,42,1,0,691,88,237,25,45,63,192,29,32,8,61,69,46,14,0,28,77,268,0.371,0.556,0.328,0.906,0.534,0.504,G-F,FALSE
988,Jeremiah Robinson-Earl,2022-23,22,OKC,43,20,0,814,110,248,73,137,37,111,35,42,71,109,180,43,24,11,19,71,292,0.444,0.533,0.333,0.833,0.548,0.518,F,FALSE
989,Mitchell Robinson,2022-23,24,NYK,59,58,0,1591,188,280,188,280,0,0,59,122,267,288,555,53,56,109,41,160,435,0.671,0.671,,0.484,0.652,0.671,C,FALSE
990,Orlando Robinson,2022-23,22,MIA,31,1,0,425,47,89,47,83,0,6,22,31,48,78,126,25,12,12,16,53,116,0.528,0.566,0,0.71,0.565,0.528,F,FALSE
991,Isaiah Roby,2022-23,24,SAS,42,2,0,474,67,155,49,95,18,60,20,41,21,86,107,38,18,7,31,53,172,0.432,0.516,0.3,0.488,0.497,0.49,F,FALSE
992,David Roddy,2022-23,21,MEM,70,4,0,1258,180,420,115,208,65,212,41,65,50,143,193,59,29,19,57,107,466,0.429,0.553,0.307,0.631,0.519,0.506,F,FALSE
993,Ryan Rollins,2022-23,20,GSW,12,0,0,62,7,20,4,11,3,9,6,6,3,9,12,6,1,1,16,10,23,0.35,0.364,0.333,1,0.508,0.425,G,FALSE
994,Derrick Rose,2022-23,34,NYK,27,0,0,338,61,159,42,96,19,63,11,12,8,32,40,46,7,5,22,18,152,0.384,0.438,0.302,0.917,0.463,0.443,G,FALSE
995,Terrence Ross,2022-23,31,ORLPHO,63,9,0,1330,200,465,105,207,95,258,27,34,22,132,154,95,35,10,43,97,522,0.43,0.507,0.368,0.794,0.544,0.532,F-G,FALSE
996,Terry Rozier,2022-23,28,CHO,63,63,0,2221,493,1188,328,683,165,505,178,220,51,208,259,319,74,16,134,119,1329,0.415,0.48,0.327,0.809,0.517,0.484,G,FALSE
997,Ricky Rubio,2022-23,32,CLE,33,2,0,566,61,178,40,96,21,82,28,35,9,61,70,115,26,6,31,51,171,0.343,0.417,0.256,0.8,0.442,0.402,G,FALSE
998,D'Angelo Russell,2022-23,26,LALMIN,71,71,0,2304,445,948,251,458,194,490,179,216,35,180,215,437,70,29,186,140,1263,0.469,0.548,0.396,0.829,0.605,0.572,G,FALSE
999,Matt Ryan,2022-23,25,LALMIN,34,0,0,310,40,108,8,24,32,84,10,12,4,22,26,16,5,1,7,27,122,0.37,0.333,0.381,0.833,0.538,0.519,F,FALSE
1000,Domantas Sabonis,2022-23,26,SAC,79,79,1,2736,577,938,546,855,31,83,325,438,251,722,973,573,65,39,230,279,1510,0.615,0.639,0.373,0.742,0.668,0.632,C-F,FALSE
1001,Luka Šamanić,2022-23,23,UTA,7,4,0,161,26,57,18,26,8,31,9,13,0,30,30,15,6,2,10,17,69,0.456,0.692,0.258,0.692,0.55,0.526,F,FALSE
1002,Dario Šarić,2022-23,28,OKCPHO,57,12,0,806,127,277,82,162,45,115,63,76,53,154,207,74,20,7,55,99,362,0.458,0.506,0.391,0.829,0.583,0.54,F-C,FALSE
1003,Olivier Sarr,2022-23,23,OKC,9,1,0,114,15,30,14,22,1,8,5,7,12,19,31,4,1,5,4,17,36,0.5,0.636,0.125,0.714,0.544,0.517,C,FALSE
1004,Jordan Schakel,2022-23,24,WAS,2,0,0,6,1,2,0,1,1,1,0,0,0,0,0,1,1,0,0,1,3,0.5,0,1,,0.75,0.75,F,FALSE
1005,Admiral Schofield,2022-23,25,ORL,37,0,0,451,55,122,31,48,24,74,21,23,23,39,62,31,8,5,16,61,155,0.451,0.646,0.324,0.913,0.587,0.549,G-F,FALSE
1006,Dennis Schröder,2022-23,29,LAL,66,50,0,1986,270,650,196,425,74,225,216,252,21,144,165,298,50,10,112,145,830,0.415,0.461,0.329,0.857,0.545,0.472,G,FALSE
1007,Jay Scrubb,2022-23,22,ORL,2,0,0,30,5,7,3,5,2,2,1,2,0,6,6,1,2,0,3,2,13,0.714,0.6,1,0.5,0.825,0.857,G-F,FALSE
1008,Dereon Seabron,2022-23,22,NOP,5,0,0,12,2,5,2,5,0,0,0,0,1,0,1,0,0,0,0,1,4,0.4,0.4,,,0.4,0.4,G,FALSE
1009,Alperen Sengun,2022-23,20,HOU,75,72,0,2171,442,799,423,742,19,57,206,288,242,436,678,291,70,70,193,258,1109,0.553,0.57,0.333,0.715,0.599,0.565,C-F,FALSE
1010,Collin Sexton,2022-23,24,UTA,48,15,0,1145,237,468,189,346,48,122,163,199,37,68,105,138,27,6,85,112,685,0.506,0.546,0.393,0.819,0.616,0.558,G,FALSE
1011,Landry Shamet,2022-23,25,PHO,40,9,0,807,113,300,38,101,75,199,45,51,11,56,67,93,26,5,36,61,346,0.377,0.376,0.377,0.882,0.537,0.502,G,FALSE
1012,Day'Ron Sharpe,2022-23,21,BRK,48,3,0,552,93,171,87,160,6,11,35,55,99,101,200,37,15,32,42,89,227,0.544,0.544,0.545,0.636,0.581,0.561,C,FALSE
1013,Shaedon Sharpe,2022-23,19,POR,80,15,0,1779,306,648,204,365,102,283,75,105,63,173,236,94,38,24,83,136,789,0.472,0.559,0.36,0.714,0.568,0.551,G,FALSE
1014,Pascal Siakam,2022-23,28,TOR,71,71,1,2652,630,1313,537,1026,93,287,367,474,131,425,556,415,65,36,169,228,1720,0.48,0.523,0.324,0.774,0.565,0.515,F-C,FALSE
1015,Chris Silva,2022-23,26,DAL,1,0,0,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,,,1,1,F,FALSE
1016,Ben Simmons,2022-23,26,BRK,42,33,0,1105,133,235,133,233,0,2,25,57,40,223,263,256,54,24,97,139,291,0.566,0.571,0,0.439,0.559,0.566,G-F,FALSE
1017,Kobi Simmons,2022-23,25,CHO,5,0,0,28,1,6,0,1,1,5,2,2,1,3,4,5,0,2,1,0,5,0.167,0,0.2,1,0.363,0.25,G,FALSE
1018,Anfernee Simons,2022-23,23,POR,62,62,0,2171,467,1045,255,483,212,562,160,179,18,143,161,253,42,14,128,142,1306,0.447,0.528,0.377,0.894,0.581,0.548,G,FALSE
1019,Marko Simonovic,2022-23,23,CHI,7,0,0,20,2,7,1,3,1,4,1,2,1,1,2,0,0,0,0,5,6,0.286,0.333,0.25,0.5,0.381,0.357,C,FALSE
1020,Jericho Sims,2022-23,24,NYK,52,16,0,812,83,107,83,106,0,1,12,16,99,143,242,25,15,28,27,96,178,0.776,0.783,0,0.75,0.78,0.776,F,FALSE
1021,Marcus Smart,2022-23,28,BOS,61,61,0,1957,250,602,135,260,115,342,88,118,46,145,191,382,93,23,143,172,703,0.415,0.519,0.336,0.746,0.538,0.511,G,FALSE
1022,Dennis Smith Jr.,2022-23,25,CHO,54,15,0,1390,186,452,162,341,24,111,78,106,27,140,167,261,75,25,82,122,474,0.412,0.475,0.216,0.736,0.475,0.438,G,FALSE
1023,Dru Smith,2022-23,25,BRKMIA,15,1,0,158,18,45,13,26,5,19,3,3,2,22,24,22,10,4,3,23,44,0.4,0.5,0.263,1,0.475,0.456,G,FALSE
1024,Ish Smith,2022-23,34,DEN,43,0,0,398,52,131,50,119,2,12,2,4,5,49,54,100,8,7,44,33,108,0.397,0.42,0.167,0.5,0.407,0.405,G,FALSE
1025,Jalen Smith,2022-23,22,IND,68,31,0,1279,242,508,188,317,54,191,104,137,129,265,394,66,21,60,72,153,642,0.476,0.593,0.283,0.759,0.565,0.53,F,FALSE
1026,Jabari Smith Jr.,2022-23,19,HOU,79,79,0,2451,364,892,244,501,120,391,162,206,122,447,569,101,43,74,104,227,1010,0.408,0.487,0.307,0.786,0.514,0.475,F,FALSE
1027,Xavier Sneed,2022-23,25,CHO,4,0,0,48,5,10,2,4,3,6,4,4,0,5,5,5,0,1,3,7,17,0.5,0.5,0.5,1,0.723,0.65,F,FALSE
1028,Jeremy Sochan,2022-23,19,SAS,56,53,0,1458,250,552,217,418,33,134,81,116,95,200,295,142,43,23,97,138,614,0.453,0.519,0.246,0.698,0.509,0.483,F-G,FALSE
1029,Jaden Springer,2022-23,20,PHI,16,2,0,89,17,35,15,30,2,5,6,8,6,8,14,8,7,3,3,15,42,0.486,0.5,0.4,0.75,0.545,0.514,G,FALSE
1030,Lamar Stevens,2022-23,25,CLE,62,25,0,1120,129,288,99,193,30,95,40,57,48,159,207,33,27,19,27,79,328,0.448,0.513,0.316,0.702,0.524,0.5,F,FALSE
1031,Isaiah Stewart,2022-23,21,DET,50,47,0,1414,195,441,128,236,67,205,110,149,115,288,403,70,20,34,68,133,567,0.442,0.542,0.327,0.738,0.56,0.518,F-C,FALSE
1032,Max Strus,2022-23,26,MIA,80,33,0,2272,324,790,127,227,197,563,78,89,49,209,258,171,42,12,70,166,923,0.41,0.559,0.35,0.876,0.557,0.535,G,FALSE
1033,Jalen Suggs,2022-23,21,ORL,53,19,0,1246,186,444,120,242,66,202,86,119,55,106,161,155,67,27,94,120,524,0.419,0.496,0.327,0.723,0.528,0.493,G,FALSE
1034,Edmond Sumner,2022-23,27,BRK,53,12,0,736,124,269,93,182,31,87,99,108,13,66,79,68,31,10,50,83,378,0.461,0.511,0.356,0.917,0.597,0.519,G,FALSE
1035,Cole Swider,2022-23,23,LAL,7,0,0,41,3,9,0,1,3,8,0,0,1,6,7,4,0,0,0,3,9,0.333,0,0.375,,0.5,0.5,F,FALSE
1036,Jae'Sean Tate,2022-23,27,HOU,31,7,0,677,110,229,97,183,13,46,50,69,41,77,118,84,21,7,47,106,283,0.48,0.53,0.283,0.725,0.546,0.509,F,FALSE
1037,Jayson Tatum,2022-23,24,BOS,74,74,1,2732,727,1559,487,873,240,686,531,622,78,571,649,342,78,51,213,160,2225,0.466,0.558,0.35,0.854,0.607,0.543,F,FALSE
1038,Terry Taylor,2022-23,23,CHIIND,31,2,0,264,39,75,34,56,5,19,6,11,27,20,47,10,3,6,9,26,89,0.52,0.607,0.263,0.545,0.557,0.553,G-F,FALSE
1039,Garrett Temple,2022-23,36,NOP,25,0,0,162,18,45,7,19,11,26,3,4,5,12,17,13,9,2,4,15,50,0.4,0.368,0.423,0.75,0.535,0.522,G,FALSE
1040,Dalen Terry,2022-23,20,CHI,38,0,0,214,32,72,25,45,7,27,14,21,12,25,37,22,11,5,8,24,85,0.444,0.556,0.259,0.667,0.523,0.493,G,FALSE
1041,Daniel Theis,2022-23,30,IND,7,1,0,109,21,44,19,33,2,11,5,12,7,15,22,9,2,6,3,7,49,0.477,0.576,0.182,0.417,0.497,0.5,C,FALSE
1042,Cam Thomas,2022-23,21,BRK,57,4,0,948,201,456,150,323,51,133,151,174,8,87,95,78,20,7,63,55,604,0.441,0.464,0.383,0.868,0.567,0.497,G,FALSE
1043,Klay Thompson,2022-23,32,GSW,69,69,0,2279,546,1252,245,521,301,731,116,132,39,247,286,163,49,29,123,130,1509,0.436,0.47,0.412,0.879,0.576,0.556,G-F,FALSE
1044,JT Thor,2022-23,20,CHO,69,8,0,969,95,238,56,115,39,123,33,47,36,116,152,36,22,23,44,66,262,0.399,0.487,0.317,0.702,0.506,0.481,F,FALSE
1045,Matisse Thybulle,2022-23,25,PHIPOR,71,28,0,1200,110,253,56,105,54,148,19,28,40,100,140,53,83,32,24,113,293,0.435,0.533,0.365,0.679,0.552,0.542,G,FALSE
1046,Xavier Tillman Sr.,2022-23,24,MEM,61,29,0,1180,188,306,184,291,4,15,49,89,121,186,307,96,58,29,44,97,429,0.614,0.632,0.267,0.551,0.621,0.621,F,FALSE
1047,Isaiah Todd,2022-23,21,WAS,6,1,0,61,3,19,2,9,1,10,2,2,2,10,12,4,1,0,2,4,9,0.158,0.222,0.1,1,0.226,0.184,F,FALSE
1048,Obi Toppin,2022-23,24,NYK,67,5,0,1050,187,419,102,172,85,247,38,47,29,158,187,66,23,12,38,68,497,0.446,0.593,0.344,0.809,0.565,0.548,F,FALSE
1049,Juan Toscano-Anderson,2022-23,29,LALUTA,52,9,0,700,64,143,56,100,8,43,19,24,28,96,124,65,16,10,34,80,155,0.448,0.56,0.186,0.792,0.505,0.476,F,FALSE
1050,Karl-Anthony Towns,2022-23,27,MIN,29,29,0,957,212,428,152,264,60,164,118,135,48,188,236,140,20,17,86,111,602,0.495,0.576,0.366,0.874,0.618,0.565,C-F,FALSE
1051,Gary Trent Jr.,2022-23,24,TOR,66,44,0,2118,405,935,239,485,166,450,172,205,30,143,173,106,104,14,55,102,1148,0.433,0.493,0.369,0.839,0.56,0.522,G,FALSE
1052,P.J. Tucker,2022-23,37,PHI,75,75,0,1920,96,225,41,85,55,140,19,23,95,200,295,60,39,15,44,180,266,0.427,0.482,0.393,0.826,0.566,0.549,F,FALSE
1053,Myles Turner,2022-23,26,IND,62,62,0,1825,402,733,309,484,93,249,216,276,88,378,466,89,36,140,103,215,1113,0.548,0.638,0.373,0.783,0.651,0.612,C-F,FALSE
1054,Stanley Umude,2022-23,23,DET,1,0,0,2,0,1,0,0,0,1,2,2,0,0,0,0,1,1,0,0,2,0,,0,1,0.532,0,G,FALSE
1055,Jonas Valančiūnas,2022-23,30,NOP,79,79,0,1968,446,816,408,707,38,109,185,224,225,579,804,140,20,52,159,245,1115,0.547,0.577,0.349,0.826,0.61,0.57,C,FALSE
1056,Jarred Vanderbilt,2022-23,23,LALUTA,78,65,0,1879,247,451,218,361,29,90,96,139,170,412,582,184,83,21,97,190,619,0.548,0.604,0.322,0.691,0.604,0.58,F,FALSE
1057,Fred VanVleet,2022-23,28,TOR,69,69,0,2535,437,1112,230,506,207,606,254,283,30,250,280,495,123,38,140,193,1335,0.393,0.455,0.342,0.898,0.54,0.486,G,FALSE
1058,Devin Vassell,2022-23,22,SAS,38,32,0,1178,261,595,158,329,103,266,78,100,8,140,148,136,43,17,57,57,703,0.439,0.48,0.387,0.78,0.55,0.525,G-F,FALSE
1059,Gabe Vincent,2022-23,26,MIA,68,34,0,1759,228,567,111,217,117,350,68,78,27,118,145,167,62,5,92,154,641,0.402,0.512,0.334,0.872,0.533,0.505,G,FALSE
1060,Noah Vonleh,2022-23,27,BOS,23,1,0,171,11,24,10,20,1,4,2,2,18,30,48,7,2,8,11,35,25,0.458,0.5,0.25,1,0.502,0.479,F-C,FALSE
1061,Nikola Vučević,2022-23,32,CHI,82,82,0,2746,597,1148,476,801,121,347,132,158,159,744,903,265,60,57,139,179,1447,0.52,0.594,0.349,0.835,0.594,0.573,C,FALSE
1062,Dean Wade,2022-23,26,CLE,44,13,0,891,73,177,28,50,45,127,15,23,20,130,150,37,28,21,17,89,206,0.412,0.56,0.354,0.652,0.55,0.54,F,FALSE
1063,Franz Wagner,2022-23,21,ORL,80,80,0,2609,542,1118,412,758,130,360,271,322,70,259,329,283,77,17,167,183,1485,0.485,0.544,0.361,0.842,0.589,0.543,G-F,FALSE
1064,Moritz Wagner,2022-23,25,ORL,57,18,0,1109,198,396,147,233,51,163,153,182,69,190,259,84,37,13,68,136,600,0.5,0.631,0.313,0.841,0.63,0.564,F-C,FALSE
1065,Ish Wainright,2022-23,28,PHO,60,2,0,915,84,227,27,54,57,173,26,31,45,94,139,53,38,22,22,117,251,0.37,0.5,0.329,0.839,0.522,0.496,F,FALSE
1066,Jabari Walker,2022-23,20,POR,56,0,0,619,83,198,67,142,16,56,34,45,48,83,131,34,10,13,29,69,216,0.419,0.472,0.286,0.756,0.496,0.46,F,FALSE
1067,Kemba Walker,2022-23,32,DAL,9,1,0,144,24,57,17,29,7,28,17,21,3,13,16,19,2,2,4,11,72,0.421,0.586,0.25,0.81,0.543,0.482,G,FALSE
1068,Lonnie Walker IV,2022-23,24,LAL,56,32,0,1297,236,527,145,278,91,249,91,106,14,95,109,64,30,17,46,71,654,0.448,0.522,0.365,0.858,0.57,0.534,G,FALSE
1069,John Wall,2022-23,32,LAC,34,3,0,755,138,338,105,229,33,109,77,113,14,78,92,178,27,12,80,59,386,0.408,0.459,0.303,0.681,0.498,0.457,G,FALSE
1070,T.J. Warren,2022-23,29,BRKPHO,42,0,0,687,132,270,110,203,22,67,28,35,26,95,121,40,22,12,20,65,314,0.489,0.542,0.328,0.8,0.55,0.53,F,FALSE
1071,Duane Washington Jr.,2022-23,22,PHO,31,3,0,394,94,256,54,145,40,111,16,24,2,34,36,63,6,4,34,23,244,0.367,0.372,0.36,0.667,0.458,0.445,G,FALSE
1072,P.J. Washington,2022-23,24,CHO,73,73,0,2380,434,978,285,550,149,428,127,174,73,285,358,175,66,79,110,193,1144,0.444,0.518,0.348,0.73,0.542,0.52,F,FALSE
1073,TyTy Washington Jr.,2022-23,21,HOU,31,2,0,433,58,160,39,80,19,80,10,18,2,43,45,47,15,2,14,29,145,0.363,0.488,0.238,0.556,0.432,0.422,G,FALSE
1074,Yuta Watanabe,2022-23,28,BRK,58,1,0,928,114,232,54,97,60,135,34,47,30,111,141,48,25,17,22,80,322,0.491,0.557,0.444,0.723,0.637,0.621,F,FALSE
